target	id	Arguments	status_account	month_duration	credit_history	purpose	credit_amount	status_savings	years_employment	payment_to_income_ratio	status_and_sex	secondary_obligor	residence_since	collateral	age	other_installment_plans	housing	n_credits	job	n_guarantors	telephone	is_foreign_worker
good	809		Low positive balance	42	all credits at this bank paid back duly	car (used)	9283	< 100 DM	unemployed	1	male : single	none	2	savings agreement/life insurance	55	bank	for free	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	810		Low positive balance	15	no credits taken/ all credits paid back duly	car (new)	1778	< 100 DM	< 1 year	2	female : divorced/separated/married	none	1	none	26	none	rent	2	unemployed/ unskilled - non-resident	1	none	yes
good	811		Low positive balance	8	existing credits paid back duly till now	business	907	< 100 DM	< 1 year	3	male : married/widowed	none	2	none	26	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	812		Low positive balance	6	existing credits paid back duly till now	radio/television	484	< 100 DM	4 to < 7 years	3	male : married/widowed	guarantor	3	none	28	bank	own	1	unskilled - resident	1	none	yes
bad	813		Negative balance	36	critical account/ other credits existing (not at this bank)	car (used)	9629	< 100 DM	4 to < 7 years	4	male : single	none	4	real estate	24	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
bad	814		Negative balance	48	existing credits paid back duly till now	domestic appliances	3051	< 100 DM	1 to < 4 years	3	male : single	none	4	real estate	54	none	own	1	skilled employee/ official	1	none	yes
bad	815		Negative balance	48	existing credits paid back duly till now	car (new)	3931	< 100 DM	4 to < 7 years	4	male : single	none	4	savings agreement/life insurance	46	none	for free	1	skilled employee/ official	2	none	yes
good	816		Low positive balance	36	delay in paying off in the past	car (new)	7432	< 100 DM	1 to < 4 years	2	female : divorced/separated/married	none	2	car	54	none	rent	1	skilled employee/ official	1	none	yes
good	817		No checking account	6	existing credits paid back duly till now	domestic appliances	1338	500 to < 1000 DM	1 to < 4 years	1	male : divorced/separated	none	4	none	62	none	own	1	skilled employee/ official	1	none	yes
good	818		No checking account	6	critical account/ other credits existing (not at this bank)	radio/television	1554	< 100 DM	4 to < 7 years	1	female : divorced/separated/married	none	2	real estate	24	none	rent	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	819		Negative balance	36	existing credits paid back duly till now	others	15857	< 100 DM	unemployed	2	male : divorced/separated	co-applicant	3	real estate	43	none	own	1	management/ self-employed/highly qualified employee	1	none	yes
bad	820		Negative balance	18	existing credits paid back duly till now	radio/television	1345	< 100 DM	1 to < 4 years	4	male : married/widowed	none	3	none	26	bank	own	1	skilled employee/ official	1	none	yes
good	821		No checking account	12	existing credits paid back duly till now	car (new)	1101	< 100 DM	1 to < 4 years	3	male : married/widowed	none	2	none	27	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	822		High positive balance	12	existing credits paid back duly till now	radio/television	3016	< 100 DM	1 to < 4 years	3	male : married/widowed	none	1	real estate	24	none	own	1	skilled employee/ official	1	none	yes
bad	823		Negative balance	36	existing credits paid back duly till now	furniture/equipment	2712	< 100 DM	>= 7 years	2	male : single	none	2	car	41	bank	own	1	skilled employee/ official	2	none	yes
good	824		Negative balance	8	critical account/ other credits existing (not at this bank)	car (new)	731	< 100 DM	>= 7 years	4	male : single	none	4	none	47	none	own	2	unskilled - resident	1	none	yes
good	825		No checking account	18	critical account/ other credits existing (not at this bank)	furniture/equipment	3780	< 100 DM	< 1 year	3	male : divorced/separated	none	2	real estate	35	none	own	2	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	826		Negative balance	21	critical account/ other credits existing (not at this bank)	car (new)	1602	< 100 DM	>= 7 years	4	male : married/widowed	none	3	real estate	30	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
bad	827		Negative balance	18	critical account/ other credits existing (not at this bank)	car (new)	3966	< 100 DM	>= 7 years	1	female : divorced/separated/married	none	4	none	33	bank	rent	3	skilled employee/ official	1	yes, registered under the customers name	yes
bad	828		No checking account	18	no credits taken/ all credits paid back duly	business	4165	< 100 DM	1 to < 4 years	2	male : single	none	2	real estate	36	stores	own	2	skilled employee/ official	2	none	yes
bad	829		Negative balance	36	existing credits paid back duly till now	car (used)	8335	unknown/ no savings account	>= 7 years	3	male : single	none	4	savings agreement/life insurance	47	none	for free	1	skilled employee/ official	1	none	yes
good	830		Low positive balance	48	delay in paying off in the past	business	6681	unknown/ no savings account	1 to < 4 years	4	male : single	none	4	savings agreement/life insurance	38	none	for free	1	skilled employee/ official	2	yes, registered under the customers name	yes
good	831		No checking account	24	delay in paying off in the past	business	2375	500 to < 1000 DM	1 to < 4 years	4	male : single	none	2	real estate	44	none	own	2	skilled employee/ official	2	yes, registered under the customers name	yes
bad	832		Negative balance	18	existing credits paid back duly till now	car (new)	1216	< 100 DM	< 1 year	4	female : divorced/separated/married	none	3	real estate	23	none	rent	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	833		Negative balance	45	no credits taken/ all credits paid back duly	business	11816	< 100 DM	>= 7 years	2	male : single	none	4	real estate	29	none	rent	2	skilled employee/ official	1	none	yes
good	834		Low positive balance	24	existing credits paid back duly till now	radio/television	5084	unknown/ no savings account	>= 7 years	2	female : divorced/separated/married	none	4	real estate	42	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	835		High positive balance	15	existing credits paid back duly till now	radio/television	2327	< 100 DM	< 1 year	2	female : divorced/separated/married	none	3	none	25	none	own	1	unskilled - resident	1	none	yes
bad	836		Negative balance	12	no credits taken/ all credits paid back duly	car (new)	1082	< 100 DM	1 to < 4 years	4	male : single	none	4	real estate	48	bank	own	2	skilled employee/ official	1	none	yes
good	837		No checking account	12	existing credits paid back duly till now	radio/television	886	unknown/ no savings account	1 to < 4 years	4	female : divorced/separated/married	none	2	real estate	21	none	own	1	skilled employee/ official	1	none	yes
good	838		No checking account	4	existing credits paid back duly till now	furniture/equipment	601	< 100 DM	< 1 year	1	female : divorced/separated/married	none	3	none	23	none	rent	1	unskilled - resident	2	none	yes
good	839		Negative balance	24	critical account/ other credits existing (not at this bank)	car (used)	2957	< 100 DM	>= 7 years	4	male : single	none	4	car	63	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	840		No checking account	24	critical account/ other credits existing (not at this bank)	radio/television	2611	< 100 DM	>= 7 years	4	male : married/widowed	co-applicant	3	none	46	none	own	2	skilled employee/ official	1	none	yes
bad	841		Negative balance	36	existing credits paid back duly till now	furniture/equipment	5179	< 100 DM	4 to < 7 years	4	male : single	none	2	car	29	none	own	1	skilled employee/ official	1	none	yes
good	842		No checking account	21	delay in paying off in the past	car (used)	2993	< 100 DM	1 to < 4 years	3	male : single	none	2	none	28	stores	own	2	unskilled - resident	1	none	yes
bad	843		No checking account	18	existing credits paid back duly till now	repairs	1943	< 100 DM	< 1 year	4	female : divorced/separated/married	none	4	none	23	none	own	1	skilled employee/ official	1	none	yes
good	844		No checking account	24	all credits at this bank paid back duly	business	1559	< 100 DM	4 to < 7 years	4	male : single	none	4	real estate	50	bank	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	845		No checking account	18	existing credits paid back duly till now	furniture/equipment	3422	< 100 DM	>= 7 years	4	male : single	none	4	car	47	bank	own	3	skilled employee/ official	2	yes, registered under the customers name	yes
good	846		Low positive balance	21	existing credits paid back duly till now	furniture/equipment	3976	unknown/ no savings account	4 to < 7 years	2	male : single	none	3	real estate	35	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	847		No checking account	18	existing credits paid back duly till now	car (new)	6761	unknown/ no savings account	1 to < 4 years	2	male : single	none	4	real estate	68	none	rent	2	skilled employee/ official	1	none	yes
good	848		No checking account	24	existing credits paid back duly till now	car (new)	1249	< 100 DM	< 1 year	4	male : married/widowed	none	2	none	28	none	own	1	skilled employee/ official	1	none	yes
good	849		Negative balance	9	existing credits paid back duly till now	radio/television	1364	< 100 DM	4 to < 7 years	3	male : single	none	4	none	59	none	own	1	skilled employee/ official	1	none	yes
bad	850		Negative balance	12	existing credits paid back duly till now	radio/television	709	< 100 DM	>= 7 years	4	male : single	none	4	none	57	stores	own	1	unskilled - resident	1	none	yes
bad	851		Negative balance	20	critical account/ other credits existing (not at this bank)	car (new)	2235	< 100 DM	1 to < 4 years	4	male : married/widowed	guarantor	2	car	33	bank	rent	2	skilled employee/ official	1	none	no
good	852		No checking account	24	critical account/ other credits existing (not at this bank)	car (used)	4042	unknown/ no savings account	4 to < 7 years	3	male : single	none	4	car	43	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	853		No checking account	15	critical account/ other credits existing (not at this bank)	radio/television	1471	< 100 DM	1 to < 4 years	4	male : single	none	4	savings agreement/life insurance	35	none	for free	2	skilled employee/ official	1	yes, registered under the customers name	yes
bad	854		Negative balance	18	all credits at this bank paid back duly	car (new)	1442	< 100 DM	4 to < 7 years	4	male : single	none	4	savings agreement/life insurance	32	none	for free	2	unskilled - resident	2	none	yes
good	855		No checking account	36	delay in paying off in the past	car (new)	10875	< 100 DM	>= 7 years	2	male : single	none	2	real estate	45	none	own	2	skilled employee/ official	2	yes, registered under the customers name	yes
good	856		No checking account	24	existing credits paid back duly till now	car (new)	1474	100 to < 500 DM	< 1 year	4	male : married/widowed	none	3	none	33	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	857		No checking account	10	existing credits paid back duly till now	retraining	894	unknown/ no savings account	4 to < 7 years	4	female : divorced/separated/married	none	3	car	40	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	858		No checking account	15	critical account/ other credits existing (not at this bank)	furniture/equipment	3343	< 100 DM	1 to < 4 years	4	male : single	none	2	savings agreement/life insurance	28	none	for free	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	859		Negative balance	15	existing credits paid back duly till now	car (new)	3959	< 100 DM	1 to < 4 years	3	female : divorced/separated/married	none	2	car	29	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	860		No checking account	9	existing credits paid back duly till now	car (new)	3577	100 to < 500 DM	1 to < 4 years	1	male : single	guarantor	2	none	26	none	rent	1	skilled employee/ official	2	none	no
good	861		No checking account	24	critical account/ other credits existing (not at this bank)	car (used)	5804	>= 1000 DM	1 to < 4 years	4	male : single	none	2	none	27	none	own	2	skilled employee/ official	1	none	yes
bad	862		No checking account	18	delay in paying off in the past	business	2169	< 100 DM	1 to < 4 years	4	male : married/widowed	none	2	real estate	28	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	863		Negative balance	24	existing credits paid back duly till now	radio/television	2439	< 100 DM	< 1 year	4	female : divorced/separated/married	none	4	none	35	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	864		No checking account	27	critical account/ other credits existing (not at this bank)	furniture/equipment	4526	>= 1000 DM	< 1 year	4	male : single	none	2	none	32	stores	own	2	unskilled - resident	2	yes, registered under the customers name	yes
bad	865		No checking account	10	existing credits paid back duly till now	furniture/equipment	2210	< 100 DM	1 to < 4 years	2	male : single	none	2	none	25	bank	rent	1	unskilled - resident	1	none	yes
good	866		No checking account	15	existing credits paid back duly till now	furniture/equipment	2221	500 to < 1000 DM	1 to < 4 years	2	female : divorced/separated/married	none	4	real estate	20	none	rent	1	skilled employee/ official	1	none	yes
good	867		Negative balance	18	existing credits paid back duly till now	radio/television	2389	< 100 DM	< 1 year	4	female : divorced/separated/married	none	1	real estate	27	stores	own	1	skilled employee/ official	1	none	yes
good	868		No checking account	12	critical account/ other credits existing (not at this bank)	furniture/equipment	3331	< 100 DM	>= 7 years	2	male : single	none	4	car	42	stores	own	1	skilled employee/ official	1	none	yes
good	869		No checking account	36	existing credits paid back duly till now	business	7409	unknown/ no savings account	>= 7 years	3	male : single	none	2	car	37	none	own	2	skilled employee/ official	1	none	yes
good	870		Negative balance	12	existing credits paid back duly till now	furniture/equipment	652	< 100 DM	>= 7 years	4	female : divorced/separated/married	none	4	car	24	none	rent	1	skilled employee/ official	1	none	yes
good	871		No checking account	36	delay in paying off in the past	furniture/equipment	7678	500 to < 1000 DM	4 to < 7 years	2	female : divorced/separated/married	none	4	real estate	40	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	872		High positive balance	6	critical account/ other credits existing (not at this bank)	car (new)	1343	< 100 DM	>= 7 years	1	male : single	none	4	none	46	none	own	2	skilled employee/ official	2	none	no
good	873		Negative balance	24	critical account/ other credits existing (not at this bank)	business	1382	100 to < 500 DM	4 to < 7 years	4	male : single	none	1	none	26	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	874		No checking account	15	existing credits paid back duly till now	domestic appliances	874	unknown/ no savings account	< 1 year	4	female : divorced/separated/married	none	1	none	24	none	own	1	skilled employee/ official	1	none	yes
good	875		Negative balance	12	existing credits paid back duly till now	furniture/equipment	3590	< 100 DM	1 to < 4 years	2	male : single	co-applicant	2	car	29	none	own	1	unskilled - resident	2	none	yes
good	876		Low positive balance	11	critical account/ other credits existing (not at this bank)	car (new)	1322	>= 1000 DM	1 to < 4 years	4	female : divorced/separated/married	none	4	real estate	40	none	own	2	skilled employee/ official	1	none	yes
good	877		Negative balance	18	all credits at this bank paid back duly	radio/television	1940	< 100 DM	< 1 year	3	male : single	co-applicant	4	savings agreement/life insurance	36	bank	for free	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	878		No checking account	36	existing credits paid back duly till now	radio/television	3595	< 100 DM	>= 7 years	4	male : single	none	2	real estate	28	none	own	1	skilled employee/ official	1	none	yes
bad	879		Negative balance	9	existing credits paid back duly till now	car (new)	1422	< 100 DM	< 1 year	3	male : single	none	2	savings agreement/life insurance	27	none	for free	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	880		No checking account	30	critical account/ other credits existing (not at this bank)	radio/television	6742	unknown/ no savings account	4 to < 7 years	2	male : single	none	3	car	36	none	own	2	skilled employee/ official	1	none	yes
good	881		No checking account	24	existing credits paid back duly till now	car (used)	7814	< 100 DM	4 to < 7 years	3	male : single	none	3	real estate	38	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	882		No checking account	24	existing credits paid back duly till now	car (used)	9277	unknown/ no savings account	1 to < 4 years	2	male : divorced/separated	none	4	savings agreement/life insurance	48	none	for free	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	883		Low positive balance	30	critical account/ other credits existing (not at this bank)	car (new)	2181	unknown/ no savings account	>= 7 years	4	male : single	none	4	none	36	none	own	2	skilled employee/ official	1	none	yes
good	884		No checking account	18	critical account/ other credits existing (not at this bank)	radio/television	1098	< 100 DM	unemployed	4	female : divorced/separated/married	none	4	real estate	65	none	own	2	unemployed/ unskilled - non-resident	1	none	yes
bad	885		Low positive balance	24	existing credits paid back duly till now	furniture/equipment	4057	< 100 DM	4 to < 7 years	3	male : divorced/separated	none	3	real estate	43	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	886		Negative balance	12	existing credits paid back duly till now	education	795	< 100 DM	< 1 year	4	female : divorced/separated/married	none	4	car	53	none	own	1	skilled employee/ official	1	none	yes
good	887		Low positive balance	24	critical account/ other credits existing (not at this bank)	business	2825	unknown/ no savings account	4 to < 7 years	4	male : single	none	3	savings agreement/life insurance	34	none	own	2	skilled employee/ official	2	yes, registered under the customers name	yes
bad	888		Low positive balance	48	existing credits paid back duly till now	business	15672	< 100 DM	1 to < 4 years	2	male : single	none	2	real estate	23	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	889		No checking account	36	critical account/ other credits existing (not at this bank)	car (new)	6614	< 100 DM	>= 7 years	4	male : single	none	4	real estate	34	none	own	2	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	890		No checking account	28	all credits at this bank paid back duly	car (used)	7824	unknown/ no savings account	< 1 year	3	male : single	guarantor	4	none	40	bank	rent	2	skilled employee/ official	2	yes, registered under the customers name	yes
good	891		Negative balance	27	critical account/ other credits existing (not at this bank)	business	2442	< 100 DM	>= 7 years	4	male : single	none	4	real estate	43	stores	own	4	management/ self-employed/highly qualified employee	2	yes, registered under the customers name	yes
good	892		No checking account	15	critical account/ other credits existing (not at this bank)	radio/television	1829	< 100 DM	>= 7 years	4	male : single	none	4	real estate	46	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	893		Negative balance	12	critical account/ other credits existing (not at this bank)	car (new)	2171	< 100 DM	1 to < 4 years	4	male : single	none	4	car	38	bank	own	2	unskilled - resident	1	none	no
good	894		Low positive balance	36	critical account/ other credits existing (not at this bank)	car (used)	5800	< 100 DM	1 to < 4 years	3	male : single	none	4	real estate	34	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	895		No checking account	18	critical account/ other credits existing (not at this bank)	radio/television	1169	unknown/ no savings account	1 to < 4 years	4	male : single	none	3	car	29	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	896		No checking account	36	delay in paying off in the past	car (used)	8947	unknown/ no savings account	4 to < 7 years	3	male : single	none	2	real estate	31	stores	own	1	management/ self-employed/highly qualified employee	2	yes, registered under the customers name	yes
good	897		Negative balance	21	existing credits paid back duly till now	radio/television	2606	< 100 DM	< 1 year	4	female : divorced/separated/married	none	4	car	28	none	rent	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	898		No checking account	12	critical account/ other credits existing (not at this bank)	furniture/equipment	1592	>= 1000 DM	4 to < 7 years	3	female : divorced/separated/married	none	2	car	35	none	own	1	skilled employee/ official	1	none	no
good	899		No checking account	15	existing credits paid back duly till now	furniture/equipment	2186	unknown/ no savings account	4 to < 7 years	1	female : divorced/separated/married	none	4	none	33	bank	rent	1	unskilled - resident	1	none	yes
bad	900		Negative balance	18	existing credits paid back duly till now	furniture/equipment	4153	< 100 DM	1 to < 4 years	2	male : single	co-applicant	3	real estate	42	none	own	1	skilled employee/ official	1	none	yes
bad	901		Negative balance	16	critical account/ other credits existing (not at this bank)	car (new)	2625	< 100 DM	>= 7 years	2	male : single	guarantor	4	car	43	bank	rent	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	902		No checking account	20	critical account/ other credits existing (not at this bank)	car (new)	3485	unknown/ no savings account	< 1 year	2	male : divorced/separated	none	4	none	44	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	903		No checking account	36	critical account/ other credits existing (not at this bank)	car (used)	10477	unknown/ no savings account	>= 7 years	2	male : single	none	4	savings agreement/life insurance	42	none	for free	2	skilled employee/ official	1	none	yes
good	904		No checking account	15	existing credits paid back duly till now	radio/television	1386	unknown/ no savings account	1 to < 4 years	4	male : married/widowed	none	2	none	40	none	rent	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	905		No checking account	24	existing credits paid back duly till now	radio/television	1278	< 100 DM	>= 7 years	4	male : single	none	1	none	36	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	906		Negative balance	12	existing credits paid back duly till now	radio/television	1107	< 100 DM	1 to < 4 years	2	male : single	none	2	none	20	none	rent	1	management/ self-employed/highly qualified employee	2	yes, registered under the customers name	yes
good	907		Negative balance	21	existing credits paid back duly till now	car (new)	3763	unknown/ no savings account	4 to < 7 years	2	male : single	co-applicant	2	none	24	none	own	1	unskilled - resident	1	none	no
good	908		Low positive balance	36	existing credits paid back duly till now	education	3711	unknown/ no savings account	1 to < 4 years	2	male : married/widowed	none	2	real estate	27	none	own	1	skilled employee/ official	1	none	yes
good	909		No checking account	15	delay in paying off in the past	car (used)	3594	< 100 DM	< 1 year	1	female : divorced/separated/married	none	2	car	46	none	own	2	unskilled - resident	1	none	yes
good	910		Low positive balance	9	existing credits paid back duly till now	car (new)	3195	unknown/ no savings account	1 to < 4 years	1	female : divorced/separated/married	none	2	none	33	none	own	1	unskilled - resident	1	none	yes
good	911		No checking account	36	delay in paying off in the past	radio/television	4454	< 100 DM	1 to < 4 years	4	female : divorced/separated/married	none	4	none	34	none	own	2	skilled employee/ official	1	none	yes
bad	912		Low positive balance	24	critical account/ other credits existing (not at this bank)	furniture/equipment	4736	< 100 DM	< 1 year	2	female : divorced/separated/married	none	4	real estate	25	bank	own	1	unskilled - resident	1	none	yes
good	913		Low positive balance	30	existing credits paid back duly till now	radio/television	2991	unknown/ no savings account	>= 7 years	2	female : divorced/separated/married	none	4	real estate	25	none	own	1	skilled employee/ official	1	none	yes
good	914		No checking account	11	existing credits paid back duly till now	business	2142	>= 1000 DM	>= 7 years	1	male : divorced/separated	none	2	none	28	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	915		Negative balance	24	all credits at this bank paid back duly	business	3161	< 100 DM	1 to < 4 years	4	male : single	none	2	car	31	none	rent	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	916		Low positive balance	48	no credits taken/ all credits paid back duly	others	18424	< 100 DM	1 to < 4 years	1	female : divorced/separated/married	none	2	car	32	bank	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	no
good	917		No checking account	10	existing credits paid back duly till now	car (used)	2848	100 to < 500 DM	1 to < 4 years	1	male : single	co-applicant	2	none	32	none	own	1	skilled employee/ official	2	none	yes
bad	918		Negative balance	6	existing credits paid back duly till now	car (new)	14896	< 100 DM	>= 7 years	1	male : single	none	4	savings agreement/life insurance	68	bank	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	919		Negative balance	24	existing credits paid back duly till now	furniture/equipment	2359	100 to < 500 DM	unemployed	1	male : divorced/separated	none	1	car	33	none	own	1	skilled employee/ official	1	none	yes
bad	920		Negative balance	24	existing credits paid back duly till now	furniture/equipment	3345	< 100 DM	>= 7 years	4	male : single	none	2	car	39	none	rent	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	921		No checking account	18	critical account/ other credits existing (not at this bank)	furniture/equipment	1817	< 100 DM	1 to < 4 years	4	female : divorced/separated/married	none	2	savings agreement/life insurance	28	none	own	2	skilled employee/ official	1	none	yes
good	922		No checking account	48	delay in paying off in the past	radio/television	12749	500 to < 1000 DM	4 to < 7 years	4	male : single	none	1	real estate	37	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	923		Negative balance	9	existing credits paid back duly till now	radio/television	1366	< 100 DM	< 1 year	3	female : divorced/separated/married	none	4	car	22	none	rent	1	skilled employee/ official	1	none	yes
good	924		Low positive balance	12	existing credits paid back duly till now	car (new)	2002	< 100 DM	4 to < 7 years	3	male : single	none	4	car	30	none	rent	1	skilled employee/ official	2	yes, registered under the customers name	yes
bad	925		Negative balance	24	all credits at this bank paid back duly	furniture/equipment	6872	< 100 DM	< 1 year	2	male : divorced/separated	none	1	car	55	bank	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	926		Negative balance	12	all credits at this bank paid back duly	car (new)	697	< 100 DM	< 1 year	4	male : single	none	2	real estate	46	bank	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	927		Negative balance	18	critical account/ other credits existing (not at this bank)	furniture/equipment	1049	< 100 DM	< 1 year	4	female : divorced/separated/married	none	4	car	21	none	rent	1	skilled employee/ official	1	none	yes
bad	928		Negative balance	48	existing credits paid back duly till now	car (used)	10297	< 100 DM	4 to < 7 years	4	male : single	none	4	savings agreement/life insurance	39	stores	for free	3	skilled employee/ official	2	yes, registered under the customers name	yes
good	929		No checking account	30	existing credits paid back duly till now	radio/television	1867	unknown/ no savings account	>= 7 years	4	male : single	none	4	real estate	58	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	930		Negative balance	12	delay in paying off in the past	car (new)	1344	< 100 DM	1 to < 4 years	4	male : single	none	2	none	43	none	own	2	unskilled - resident	2	none	yes
good	931		Negative balance	24	existing credits paid back duly till now	furniture/equipment	1747	< 100 DM	< 1 year	4	male : single	co-applicant	1	car	24	none	own	1	unskilled - resident	1	none	no
bad	932		Low positive balance	9	existing credits paid back duly till now	radio/television	1670	< 100 DM	< 1 year	4	female : divorced/separated/married	none	2	real estate	22	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	933		No checking account	9	critical account/ other credits existing (not at this bank)	car (new)	1224	< 100 DM	1 to < 4 years	3	male : single	none	1	none	30	none	own	2	skilled employee/ official	1	none	yes
good	934		No checking account	12	critical account/ other credits existing (not at this bank)	radio/television	522	500 to < 1000 DM	>= 7 years	4	male : single	none	4	car	42	none	own	2	skilled employee/ official	2	yes, registered under the customers name	yes
good	935		Negative balance	12	existing credits paid back duly till now	radio/television	1498	< 100 DM	1 to < 4 years	4	female : divorced/separated/married	none	1	real estate	23	bank	own	1	skilled employee/ official	1	none	yes
bad	936		Low positive balance	30	delay in paying off in the past	radio/television	1919	100 to < 500 DM	< 1 year	4	male : single	none	3	savings agreement/life insurance	30	stores	own	2	management/ self-employed/highly qualified employee	1	none	yes
bad	937		High positive balance	9	existing credits paid back duly till now	radio/television	745	< 100 DM	1 to < 4 years	3	female : divorced/separated/married	none	2	none	28	none	own	1	unskilled - resident	1	none	yes
good	938		Low positive balance	6	existing credits paid back duly till now	radio/television	2063	< 100 DM	< 1 year	4	male : married/widowed	none	3	real estate	30	none	rent	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	939		Low positive balance	60	existing credits paid back duly till now	education	6288	< 100 DM	1 to < 4 years	4	male : single	none	4	savings agreement/life insurance	42	none	for free	1	skilled employee/ official	1	none	yes
good	940		No checking account	24	critical account/ other credits existing (not at this bank)	car (used)	6842	unknown/ no savings account	1 to < 4 years	2	male : single	none	4	car	46	none	own	2	management/ self-employed/highly qualified employee	2	yes, registered under the customers name	yes
good	941		No checking account	12	existing credits paid back duly till now	car (new)	3527	unknown/ no savings account	< 1 year	2	male : single	none	3	car	45	none	own	1	management/ self-employed/highly qualified employee	2	yes, registered under the customers name	yes
good	942		No checking account	10	existing credits paid back duly till now	car (new)	1546	< 100 DM	1 to < 4 years	3	male : single	none	2	none	31	none	own	1	unskilled - resident	2	none	no
good	943		No checking account	24	existing credits paid back duly till now	furniture/equipment	929	unknown/ no savings account	4 to < 7 years	4	male : single	none	2	real estate	31	stores	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	944		No checking account	4	critical account/ other credits existing (not at this bank)	car (new)	1455	< 100 DM	4 to < 7 years	2	male : single	none	1	none	42	none	own	3	unskilled - resident	2	none	yes
good	945		Negative balance	15	existing credits paid back duly till now	furniture/equipment	1845	< 100 DM	< 1 year	4	female : divorced/separated/married	guarantor	1	car	46	none	rent	1	skilled employee/ official	1	none	yes
good	946		Low positive balance	48	no credits taken/ all credits paid back duly	car (new)	8358	500 to < 1000 DM	< 1 year	1	female : divorced/separated/married	none	1	real estate	30	none	own	2	skilled employee/ official	1	none	yes
bad	947		Negative balance	24	all credits at this bank paid back duly	furniture/equipment	3349	500 to < 1000 DM	< 1 year	4	male : single	none	4	savings agreement/life insurance	30	none	for free	1	skilled employee/ official	2	yes, registered under the customers name	yes
good	948		No checking account	12	existing credits paid back duly till now	car (new)	2859	unknown/ no savings account	unemployed	4	male : single	none	4	savings agreement/life insurance	38	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	949		No checking account	18	existing credits paid back duly till now	furniture/equipment	1533	< 100 DM	< 1 year	4	male : married/widowed	co-applicant	1	car	43	none	own	1	unskilled - resident	2	none	yes
bad	950		No checking account	24	existing credits paid back duly till now	radio/television	3621	100 to < 500 DM	>= 7 years	2	male : single	none	4	real estate	31	none	own	2	skilled employee/ official	1	none	yes
good	951		Low positive balance	18	critical account/ other credits existing (not at this bank)	business	3590	< 100 DM	unemployed	3	male : married/widowed	none	3	real estate	40	none	own	3	unemployed/ unskilled - non-resident	2	yes, registered under the customers name	yes
bad	952		Negative balance	36	delay in paying off in the past	business	2145	< 100 DM	4 to < 7 years	2	male : single	none	1	real estate	24	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
